Date,Taluk,Population,Density,Disease,Cases,Recoveries,Deaths,R0,Temperature,Humidity,Rainfall,Hospital Capacity,ICU Beds,Ventilators,Daily Tests,Vaccination Rate,Avg Income,Below Poverty Line,Air Quality Index,Waterborne Cases,Income,Poverty Rate,Latitude,Longitude,Mobility Index
2025-01-25,Dharmapuri,620836,1514.7,Malaria,229,222,4,2.33,28.32,49.08,32.19,106,61,13,1433,0.31,283973,8625,189,27,283973,1.39,10.92797,80.43332,0.31
2025-01-25,Dharmapuri,283695,2659.3,Hepatitis A,149,143,1,2.49,37.84,88.25,60.92,863,90,11,940,0.83,257009,19385,172,1,257009,6.83,8.61309,77.58165,0.73
2025-01-25,Dharmapuri,984629,1797.96,H1N1,274,268,4,2.38,26.18,79.86,37.47,767,50,23,1039,0.77,207870,8760,109,16,207870,0.89,9.25811,77.56877,0.6
2025-01-25,Dharmapuri,565717,1434.27,Tuberculosis,161,159,1,1.3,32.96,55.84,19.77,690,40,42,1478,0.57,252534,16654,198,21,252534,2.94,10.5713,77.79495,0.94
2025-01-26,Dharmapuri,970254,863.54,COVID-19,458,449,7,2.05,32.25,50.58,51.15,400,68,8,1134,0.38,256685,28050,121,25,256685,2.89,9.60207,79.92471,0.41
2025-01-26,Dharmapuri,558303,878.08,Dengue,395,382,6,2.24,30.56,68.31,49.95,687,10,24,1442,0.43,480798,36223,136,49,480798,6.49,12.08352,77.63248,0.83
2025-01-26,Dharmapuri,981550,2567.44,Cholera,176,166,1,1.21,36.53,63.27,167.79,845,38,10,1996,0.69,330845,7965,85,39,330845,0.81,10.46219,77.86203,0.88
2025-01-26,Dharmapuri,642421,1704.31,Typhoid,256,252,2,1.97,34.91,63.58,164.1,482,50,21,1233,0.71,335570,12728,87,30,335570,1.98,9.12497,80.14742,0.88
2025-01-26,Dharmapuri,169927,899.02,Influenza,266,259,3,2.15,25.73,70.76,142.01,810,68,14,538,0.51,495257,41280,55,14,495257,24.29,10.41093,76.44528,0.96
2025-01-26,Dharmapuri,887755,2691.17,Malaria,152,147,1,1.9,25.17,82.89,66.82,722,20,44,923,0.5,451968,32925,93,1,451968,3.71,11.69981,79.25022,0.63
2025-01-26,Dharmapuri,228947,1318.42,Hepatitis A,115,113,0,1.24,33.4,67.75,34.1,383,60,39,1839,0.64,391869,1424,173,24,391869,0.62,9.09283,77.81881,0.64
2025-01-26,Dharmapuri,975824,1279.31,H1N1,240,233,3,1.82,39.1,81.03,88.46,937,22,33,754,0.77,264718,15835,101,20,264718,1.62,12.80933,78.17877,0.63
2025-01-26,Dharmapuri,775308,1636.07,Tuberculosis,241,229,4,1.92,31.59,76.23,172.63,367,51,32,907,0.78,359552,25021,113,13,359552,3.23,11.41994,76.88853,0.76
2025-01-27,Dharmapuri,804728,2351.31,COVID-19,360,350,2,2.37,26.48,52.66,69.96,238,16,25,224,0.95,206129,2500,143,11,206129,0.31,8.87,78.88966,0.37
2025-01-27,Dharmapuri,977696,2144.36,Dengue,263,253,3,1.91,28.51,89.78,197.87,115,35,18,126,0.57,330667,40183,73,21,330667,4.11,11.49613,77.76491,0.23
2025-01-27,Dharmapuri,889810,1585.98,Cholera,138,132,1,0.89,34.92,76.88,92.0,681,80,49,373,0.85,393209,38483,198,7,393209,4.32,11.52292,76.15258,0.82
2025-01-27,Dharmapuri,791025,924.08,Typhoid,221,210,3,2.07,34.21,71.91,115.99,283,88,21,1178,0.94,197777,4087,94,7,197777,0.52,10.02744,79.30901,0.84
2025-01-27,Dharmapuri,374230,1396.79,Influenza,180,176,1,1.51,37.22,50.38,126.07,385,40,32,1336,0.78,215037,23762,176,15,215037,6.35,12.28795,76.71541,0.61
2025-01-27,Dharmapuri,952120,2563.36,Malaria,205,202,2,2.33,36.29,50.28,30.86,672,45,37,1367,0.8,469142,43152,106,36,469142,4.53,8.13827,77.30427,0.76
2025-01-27,Dharmapuri,203804,2859.41,Hepatitis A,195,191,1,2.39,38.25,54.24,19.31,381,93,23,502,0.71,269376,32808,65,7,269376,16.1,9.32834,78.7868,0.99
2025-01-27,Dharmapuri,109347,1715.86,H1N1,242,234,1,1.34,25.32,55.1,179.55,794,82,47,378,0.49,436925,28074,110,30,436925,25.67,12.83365,80.18599,0.89
2025-01-27,Dharmapuri,543721,2819.48,Tuberculosis,74,67,1,1.39,25.52,55.72,68.44,854,48,31,311,0.82,301831,26628,109,1,301831,4.9,10.83678,80.47907,0.26
2025-01-28,Dharmapuri,306196,542.91,COVID-19,404,391,6,2.42,27.73,44.48,77.31,382,55,44,219,0.56,293336,16820,106,5,293336,5.49,13.14359,79.69467,0.95
2025-01-28,Dharmapuri,51348,2384.68,Dengue,222,213,1,1.85,27.82,89.63,11.96,561,45,5,779,0.76,175688,49295,122,5,175688,96.0,12.37128,79.62086,0.59
2025-01-28,Dharmapuri,355977,2089.94,Cholera,184,181,1,1.43,30.25,79.03,198.54,254,30,28,422,0.56,259915,36665,93,20,259915,10.3,9.26014,77.27424,0.77
2025-01-28,Dharmapuri,938875,534.04,Typhoid,146,135,2,1.42,25.36,48.96,80.99,408,73,33,1549,0.78,360935,28370,91,44,360935,3.02,13.18477,79.37575,0.68
2025-01-28,Dharmapuri,55035,2040.49,Influenza,176,167,2,1.7,31.94,86.03,135.35,584,93,34,375,0.77,489651,16908,73,10,489651,30.72,12.96719,78.85766,0.3
2025-01-28,Dharmapuri,54338,2138.59,Malaria,74,72,1,1.21,36.91,65.62,115.28,558,15,45,1285,0.68,264909,12100,113,30,264909,22.27,10.92515,80.25839,0.49
2025-01-28,Dharmapuri,63337,1329.41,Hepatitis A,192,182,1,2.44,29.42,61.39,93.96,581,33,14,1571,0.41,458502,34470,126,7,458502,54.42,11.52066,77.08422,0.59
2025-01-28,Dharmapuri,693648,2745.05,H1N1,306,303,1,2.02,28.65,59.92,5.23,535,6,31,486,0.52,84151,46854,50,2,84151,6.75,13.46171,76.96823,0.68
2025-01-28,Dharmapuri,323179,603.88,Tuberculosis,98,89,1,0.83,31.79,83.59,160.14,805,42,7,660,0.52,400535,7534,105,2,400535,2.33,8.76046,77.0386,0.8
2025-01-29,Dharmapuri,881150,1753.22,COVID-19,340,326,5,1.29,26.4,81.05,11.97,270,83,16,1475,0.72,258993,31705,105,6,258993,3.6,8.49071,76.27636,0.29
2025-01-29,Dharmapuri,725260,1332.84,Dengue,267,265,2,2.31,28.38,43.08,4.11,700,44,30,1065,0.71,101148,36030,83,47,101148,4.97,10.84106,79.42583,0.61
2025-01-29,Dharmapuri,730248,645.78,Cholera,208,200,2,2.21,25.3,84.38,18.54,673,21,20,108,0.87,109833,44688,155,27,109833,6.12,11.82901,76.09564,0.31
2025-01-29,Dharmapuri,850254,2967.56,Typhoid,116,108,1,1.09,35.3,42.31,195.37,868,84,34,706,0.41,395997,33988,123,3,395997,4.0,9.27677,78.0497,0.98
2025-01-29,Dharmapuri,850201,1901.04,Influenza,176,169,1,1.27,30.61,59.02,171.75,933,63,31,1827,0.59,245236,1431,157,22,245236,0.17,9.72408,77.84427,0.36
2025-01-29,Dharmapuri,274266,1246.75,Malaria,39,34,0,0.93,37.11,61.62,20.09,563,55,38,259,0.91,159513,16570,145,27,159513,6.04,9.67347,76.74654,0.41
2025-01-29,Dharmapuri,536968,2270.27,Hepatitis A,58,56,0,0.86,38.65,82.28,45.63,678,19,31,772,0.9,106931,9267,67,47,106931,1.73,11.07025,76.70736,0.43
2025-01-29,Dharmapuri,822201,2172.24,H1N1,329,316,4,1.96,31.73,43.32,5.65,770,28,34,1536,0.67,134942,31766,122,2,134942,3.86,11.86507,77.81676,0.23
2025-01-29,Dharmapuri,545556,1502.26,Tuberculosis,198,192,3,1.37,35.14,44.21,142.62,134,88,33,1850,0.69,478146,24023,132,39,478146,4.4,9.74262,80.12525,0.92
2025-01-30,Dharmapuri,411862,599.49,COVID-19,113,106,0,1.59,25.04,75.8,11.8,889,39,31,1402,0.92,435228,29405,102,16,435228,7.14,10.65644,76.23154,0.51
2025-01-30,Dharmapuri,332923,2505.71,Dengue,280,273,1,1.76,29.73,55.85,126.97,242,29,32,267,0.47,268189,42386,144,49,268189,12.73,12.39332,76.14695,0.79
2025-01-30,Dharmapuri,941235,517.71,Cholera,247,243,2,0.94,27.89,81.34,148.62,998,48,12,560,0.38,122450,48647,77,1,122450,5.17,9.65529,78.49413,0.29
2025-01-30,Dharmapuri,345398,1539.33,Typhoid,266,260,3,1.41,27.59,61.08,116.35,838,46,34,616,0.42,187944,17760,109,24,187944,5.14,12.12813,76.44299,0.77
2025-01-30,Dharmapuri,754566,1741.05,Influenza,151,140,2,1.19,39.49,52.08,33.16,724,34,40,1992,0.51,469226,19021,89,6,469226,2.52,11.09266,77.82023,0.23
2025-01-30,Dharmapuri,119195,650.21,Malaria,216,204,3,2.17,27.25,72.64,45.63,588,30,15,520,0.53,82735,22773,67,11,82735,19.11,11.60963,80.25872,0.44
2025-01-30,Dharmapuri,278439,597.14,Hepatitis A,91,89,1,0.97,26.62,62.17,168.06,734,48,32,794,0.44,100947,5709,157,48,100947,2.05,11.23142,78.62828,0.63
2025-01-30,Dharmapuri,383456,2644.42,H1N1,246,234,4,1.12,33.65,75.58,85.73,392,77,40,1710,0.36,470704,45045,172,29,470704,11.75,12.62302,80.12166,0.81
2025-01-30,Dharmapuri,151401,2144.67,Tuberculosis,157,153,1,1.98,27.1,43.45,19.76,523,87,28,551,0.75,472956,31777,85,35,472956,20.99,11.47108,77.20517,0.65
2025-01-31,Dharmapuri,488404,1238.08,COVID-19,178,172,3,1.42,36.94,82.32,77.17,899,97,8,1138,0.87,88848,28783,110,28,88848,5.89,11.22004,79.52552,0.66
2025-01-31,Dharmapuri,419561,804.53,Dengue,187,185,1,1.75,34.4,48.02,47.18,430,63,39,1093,0.67,90985,43085,55,21,90985,10.27,12.03767,77.58932,0.32
2025-01-31,Dharmapuri,127851,1583.59,Cholera,300,290,5,2.04,28.34,62.15,44.51,499,22,49,1538,0.78,148972,37191,99,24,148972,29.09,12.60394,79.42585,0.75
2025-01-31,Dharmapuri,863591,1919.37,Typhoid,268,262,3,1.9,38.85,50.74,141.59,464,94,17,597,0.4,156952,45672,167,9,156952,5.29,8.61288,80.13698,0.75
2025-01-31,Dharmapuri,923394,2872.72,Influenza,124,119,1,0.8,39.67,47.18,3.3,692,36,17,599,0.48,221341,26648,121,47,221341,2.89,8.86759,76.45702,0.74
2025-01-31,Dharmapuri,792809,2713.76,Malaria,102,99,1,1.84,29.92,79.97,50.55,431,32,46,541,0.89,339204,42557,103,6,339204,5.37,11.16381,79.27097,0.49
2025-01-31,Dharmapuri,663885,771.61,Hepatitis A,163,163,0,1.42,31.8,45.99,127.5,156,77,40,1581,0.53,427124,4001,126,25,427124,0.6,10.99395,79.10789,0.59
2025-01-31,Dharmapuri,625073,2303.41,H1N1,306,298,3,2.3,37.36,72.41,15.91,125,83,11,1552,0.58,376222,7582,132,20,376222,1.21,8.81826,78.84052,0.46
2025-01-31,Dharmapuri,591862,637.18,Tuberculosis,193,191,2,1.6,30.2,74.42,32.05,239,93,40,1958,0.51,178642,10710,171,6,178642,1.81,8.04298,79.94405,0.81
2025-02-01,Dharmapuri,584812,1470.22,COVID-19,191,188,1,1.66,27.84,78.5,108.46,844,89,30,745,0.8,454644,26208,135,24,454644,4.48,11.50026,78.98552,0.74
2025-02-01,Dharmapuri,494253,1098.34,Dengue,278,274,2,1.55,29.77,79.43,107.32,125,57,39,711,0.53,155384,26621,96,1,155384,5.39,11.55807,77.36283,0.55
2025-02-01,Dharmapuri,538255,2862.91,Cholera,266,262,4,2.4,38.92,59.06,4.34,704,97,9,1496,0.36,117818,21006,101,11,117818,3.9,10.31116,76.6791,0.73
2025-02-01,Dharmapuri,107179,2091.57,Typhoid,207,201,1,1.79,35.89,79.57,120.54,883,9,49,1749,0.66,359237,8058,96,32,359237,7.52,12.48852,78.56954,0.35
2025-02-01,Dharmapuri,866754,1978.45,Influenza,113,109,0,1.05,27.14,48.81,36.38,427,51,45,1961,0.77,164715,30844,75,3,164715,3.56,9.07024,80.49967,0.55
2025-02-01,Dharmapuri,381037,2828.63,Malaria,133,127,1,1.56,28.45,88.77,199.66,736,53,40,1089,0.51,386408,3153,125,26,386408,0.83,8.22985,76.25227,0.22
2025-02-01,Dharmapuri,947399,747.15,Hepatitis A,133,130,1,2.28,30.6,67.38,96.96,512,15,49,1588,0.53,270022,25355,176,30,270022,2.68,12.35472,79.90943,0.86
2025-02-01,Dharmapuri,708944,2642.78,H1N1,392,382,4,2.44,28.54,50.35,117.72,361,51,5,1551,0.66,160216,37760,111,5,160216,5.33,10.06091,76.16561,0.89
2025-02-01,Dharmapuri,621219,853.31,Tuberculosis,149,139,1,1.76,34.1,47.88,152.56,199,40,28,594,0.8,393647,3285,94,47,393647,0.53,11.44111,77.46964,0.37
2025-02-02,Dharmapuri,772645,2825.03,COVID-19,382,375,5,1.2,38.06,57.38,29.38,112,51,48,1934,0.34,288802,8740,144,31,288802,1.13,10.01325,76.6178,0.69
2025-02-02,Dharmapuri,512368,1770.31,Dengue,378,373,2,1.55,31.69,66.94,102.53,592,71,37,1885,0.49,441537,27455,165,37,441537,5.36,8.22928,78.89181,0.8
2025-02-02,Dharmapuri,460859,1823.97,Cholera,294,282,4,2.37,26.9,72.26,89.6,793,20,38,504,0.85,402062,5861,197,30,402062,1.27,12.44661,77.46482,0.4
2025-02-02,Dharmapuri,933527,1739.51,Typhoid,205,196,2,1.93,37.23,41.32,75.26,58,31,14,715,0.81,99878,17563,100,28,99878,1.88,13.10723,79.63459,0.68
2025-02-02,Dharmapuri,864349,2666.54,Influenza,148,143,2,1.16,28.6,82.05,52.58,132,78,19,1632,0.41,203375,1804,55,2,203375,0.21,10.48918,77.41299,0.68
2025-02-02,Dharmapuri,95902,628.91,Malaria,134,124,1,1.13,26.06,58.16,180.94,300,64,41,680,0.87,491893,13228,144,45,491893,13.79,10.56074,77.50639,0.68
2025-02-02,Dharmapuri,765500,2806.94,Hepatitis A,218,216,2,2.26,32.13,89.11,107.45,798,65,8,1934,0.49,313272,19762,180,19,313272,2.58,8.56078,79.75587,0.72
2025-02-02,Dharmapuri,518348,2486.83,H1N1,403,389,6,2.15,33.73,61.75,13.66,260,29,29,1057,0.3,89294,31537,131,16,89294,6.08,9.12866,77.82563,0.67
2025-02-02,Dharmapuri,239407,2921.14,Tuberculosis,118,117,1,0.88,38.24,88.72,97.99,572,46,6,1195,0.48,171818,31307,99,40,171818,13.08,11.8366,76.04852,0.7
2025-02-03,Dharmapuri,244988,2510.39,COVID-19,256,250,4,1.92,36.71,47.46,115.56,89,21,40,1568,0.75,92292,40464,110,23,92292,16.52,9.13793,79.53759,0.85
2025-02-03,Dharmapuri,953532,892.15,Dengue,234,224,4,1.65,29.56,53.09,91.15,735,95,19,1876,0.55,404656,38115,52,26,404656,4.0,11.50729,76.96436,0.82
2025-02-03,Dharmapuri,402713,875.65,Cholera,177,169,2,1.03,34.73,57.66,130.34,876,39,19,125,0.41,369814,36376,130,13,369814,9.03,10.94042,78.59955,0.95
2025-02-03,Dharmapuri,194811,987.94,Typhoid,127,123,2,1.12,33.14,76.38,24.19,995,96,6,1132,0.64,390931,22815,145,40,390931,11.71,8.04543,77.1994,0.26
2025-02-03,Dharmapuri,141382,1845.26,Influenza,133,129,1,1.55,33.58,47.83,58.43,559,82,49,1646,0.6,137536,20162,173,20,137536,14.26,9.2447,77.02693,0.74
2025-02-03,Dharmapuri,310145,683.12,Malaria,166,160,1,1.91,30.15,46.26,35.0,131,75,9,179,0.55,334115,47367,132,21,334115,15.27,8.1521,77.44892,0.3
2025-02-03,Dharmapuri,466267,918.17,Hepatitis A,198,193,2,2.43,30.98,87.73,66.23,523,8,38,1477,0.63,264206,17991,70,17,264206,3.86,10.30611,78.19072,0.78
2025-02-03,Dharmapuri,266585,2244.34,H1N1,194,187,1,1.42,28.96,58.12,109.46,913,54,13,1161,0.72,302074,27902,122,15,302074,10.47,11.71221,78.36662,0.87
2025-02-03,Dharmapuri,221040,2100.77,Tuberculosis,79,75,1,1.08,39.61,66.56,37.5,860,11,11,943,0.71,416978,29068,109,25,416978,13.15,12.02333,79.59706,0.99
2025-02-04,Dharmapuri,290102,2796.78,COVID-19,307,294,4,1.02,25.44,53.83,143.44,762,14,26,1798,0.35,163097,37730,147,6,163097,13.01,8.28657,78.36377,0.53
2025-02-04,Dharmapuri,752971,2315.59,Dengue,392,382,3,2.28,34.01,84.85,121.52,583,88,23,1212,0.38,134459,14316,134,8,134459,1.9,12.29618,78.50713,0.84
2025-02-04,Dharmapuri,429023,2375.09,Cholera,255,252,3,2.38,37.05,44.99,195.93,359,8,34,1261,0.33,354795,1666,61,46,354795,0.39,9.12992,76.31135,0.48
2025-02-04,Dharmapuri,121051,1605.86,Typhoid,64,62,0,0.85,38.34,79.53,60.42,480,13,43,642,0.73,434449,6203,126,48,434449,5.12,10.73784,78.28348,0.26
2025-02-04,Dharmapuri,323212,1777.64,Influenza,214,211,1,2.21,30.69,43.29,99.28,499,41,11,1584,0.69,160179,44889,196,44,160179,13.89,11.53776,80.3718,0.66
2025-02-04,Dharmapuri,343296,2817.82,Malaria,178,168,2,1.66,32.7,69.29,23.6,491,87,22,1264,0.36,419170,13219,80,37,419170,3.85,9.84993,77.57948,0.91
2025-02-04,Dharmapuri,235901,946.13,Hepatitis A,29,25,0,1.09,36.37,58.07,108.55,108,88,47,1043,0.91,313197,40121,167,7,313197,17.01,8.36579,76.62733,0.23
2025-02-04,Dharmapuri,182224,1526.68,H1N1,297,295,1,1.82,31.96,47.74,43.78,745,59,35,782,0.86,310799,36771,119,34,310799,20.18,11.43423,77.03873,0.79
2025-02-04,Dharmapuri,603101,2147.26,Tuberculosis,252,248,2,2.25,29.73,73.62,42.0,891,92,27,1399,0.54,403902,39983,140,32,403902,6.63,11.40776,78.01851,0.79
2025-02-05,Dharmapuri,928250,2227.15,COVID-19,339,330,5,1.61,34.47,62.13,163.85,630,49,13,1068,0.5,347652,17185,199,9,347652,1.85,10.10718,76.8947,0.96
2025-02-05,Dharmapuri,379826,1872.49,Dengue,294,289,5,1.26,32.99,83.04,90.73,401,80,49,1794,0.31,131509,22793,97,21,131509,6.0,10.07077,78.77834,0.63
2025-02-05,Dharmapuri,491762,841.36,Cholera,244,238,3,2.21,38.74,79.96,45.0,214,38,39,1846,0.84,275633,36330,51,47,275633,7.39,13.15249,79.50501,0.81
2025-02-05,Dharmapuri,149251,1947.53,Typhoid,250,242,2,2.15,36.69,67.06,33.73,58,68,35,543,0.39,261304,33606,75,39,261304,22.52,11.7065,79.64362,0.79
2025-02-05,Dharmapuri,923078,1250.78,Influenza,102,99,0,0.84,39.02,63.33,6.82,800,52,31,1437,0.61,264154,23492,127,6,264154,2.54,12.08693,77.41131,0.21
2025-02-05,Dharmapuri,808243,635.48,Malaria,132,128,1,2.06,28.0,85.87,189.92,329,92,7,712,0.61,402188,31005,91,10,402188,3.84,12.55437,76.43268,0.75
2025-02-05,Dharmapuri,820075,736.61,Hepatitis A,68,59,0,0.94,33.17,63.73,64.87,631,64,28,1655,0.73,175467,21730,61,44,175467,2.65,10.42096,77.62974,0.87
2025-02-05,Dharmapuri,949997,2102.23,H1N1,332,322,4,1.69,30.11,79.31,139.29,999,75,5,298,0.31,491378,44221,115,23,491378,4.65,12.60981,76.11718,0.67
2025-02-05,Dharmapuri,684989,521.42,Tuberculosis,137,131,1,1.48,38.3,80.67,88.9,618,33,11,1448,0.91,253681,18637,177,9,253681,2.72,9.25029,79.63856,0.85
2025-02-06,Dharmapuri,881420,902.66,COVID-19,309,303,2,1.81,32.8,87.07,9.3,220,92,45,1272,0.32,429727,48313,88,46,429727,5.48,11.87327,78.01802,0.43
2025-02-06,Dharmapuri,351626,1112.41,Dengue,304,294,5,2.12,39.2,70.38,121.19,260,55,16,629,0.48,140576,29247,93,20,140576,8.32,11.8655,79.48201,0.3
2025-02-06,Dharmapuri,751978,1176.3,Cholera,216,206,1,1.42,35.88,44.73,64.41,268,83,40,285,0.67,181503,13102,62,43,181503,1.74,12.59513,79.58695,0.21
2025-02-06,Dharmapuri,134650,2720.52,Typhoid,307,306,1,2.1,29.05,83.04,128.52,765,16,7,577,0.67,336590,3737,53,39,336590,2.78,12.15246,76.74749,0.8
2025-02-06,Dharmapuri,919485,2132.75,Influenza,68,62,1,1.02,25.21,51.02,144.44,358,65,35,1904,0.45,426176,1095,58,5,426176,0.12,9.46763,80.05176,0.32
2025-02-06,Dharmapuri,370262,661.78,Malaria,173,168,3,0.97,28.79,46.57,183.52,841,50,38,939,0.33,417573,9074,69,6,417573,2.45,8.10111,77.4973,0.54
2025-02-06,Dharmapuri,627022,2624.63,Hepatitis A,153,149,1,2.39,29.7,50.43,93.41,476,30,12,243,0.61,463694,7234,178,10,463694,1.15,12.05863,78.50889,0.7
2025-02-06,Dharmapuri,75755,2906.9,H1N1,311,301,2,2.22,33.87,62.24,33.4,317,88,41,437,0.78,222412,8166,158,32,222412,10.78,12.58331,77.26128,0.64
2025-02-06,Dharmapuri,858987,772.45,Tuberculosis,253,247,3,2.5,32.39,89.21,6.12,893,49,27,488,0.47,382013,27166,135,10,382013,3.16,13.2235,76.5717,0.49
2025-02-07,Dharmapuri,760437,1956.86,COVID-19,212,210,1,1.28,26.43,70.54,118.21,904,35,10,1057,0.45,140220,40929,107,12,140220,5.38,11.25019,78.69962,0.25
2025-02-07,Dharmapuri,390942,2178.68,Dengue,327,315,6,2.41,36.44,85.22,102.59,155,26,42,609,0.76,273298,30818,127,26,273298,7.88,12.27055,77.91564,0.28
2025-02-07,Dharmapuri,899598,1094.9,Cholera,270,264,2,2.34,38.83,57.71,193.21,77,86,12,566,0.73,317399,27128,167,25,317399,3.02,11.90773,77.38573,0.94
2025-02-07,Dharmapuri,479784,1876.64,Typhoid,215,211,3,1.32,36.67,77.03,37.9,926,49,12,306,0.59,477402,47094,92,45,477402,9.82,13.19853,80.03724,0.49
2025-02-07,Dharmapuri,177464,754.52,Influenza,226,215,4,2.32,37.74,81.36,48.53,64,97,31,734,0.94,496498,18478,108,5,496498,10.41,10.00442,78.74365,0.26
2025-02-07,Dharmapuri,103179,2175.53,Malaria,150,139,2,1.96,26.01,64.7,7.97,271,96,5,122,0.48,97021,35080,174,5,97021,34.0,9.55936,76.7396,0.54
2025-02-07,Dharmapuri,517124,1333.8,Hepatitis A,95,89,1,1.08,25.96,73.31,110.01,716,51,18,292,0.73,290074,35548,124,15,290074,6.87,8.58772,76.39952,0.23
2025-02-07,Dharmapuri,227899,2187.89,H1N1,366,357,6,1.81,36.68,58.26,54.16,563,38,49,999,0.6,174408,25304,195,1,174408,11.1,9.93613,79.21092,0.48
2025-02-07,Dharmapuri,472560,837.1,Tuberculosis,88,78,1,0.99,35.67,54.55,61.36,626,83,14,1879,0.52,402617,9617,100,24,402617,2.04,11.92638,76.79904,0.3
2025-02-08,Dharmapuri,583658,1351.39,COVID-19,275,270,3,2.18,35.33,51.33,89.18,670,27,10,1994,0.74,499908,24052,143,9,499908,4.12,12.10573,80.35482,0.45
2025-02-08,Dharmapuri,167444,1369.84,Dengue,373,360,5,1.93,29.5,65.28,46.75,238,82,44,321,0.45,228573,30052,105,4,228573,17.95,9.18334,76.47697,0.99
2025-02-08,Dharmapuri,581316,1807.26,Cholera,200,193,2,0.87,25.83,40.29,152.75,560,30,48,1929,0.84,299105,5287,107,49,299105,0.91,12.67647,76.53726,0.67
2025-02-08,Dharmapuri,140243,1113.89,Typhoid,156,154,1,0.96,36.92,54.54,104.51,671,20,17,1983,0.48,402595,21941,141,4,402595,15.64,8.72696,78.02671,0.97
2025-02-08,Dharmapuri,976025,1264.17,Influenza,113,105,1,1.93,32.2,53.41,91.51,403,27,7,998,0.59,190612,11958,130,39,190612,1.23,9.91868,77.43053,0.35
2025-02-08,Dharmapuri,196532,2923.02,Malaria,71,64,0,1.38,29.21,51.37,44.07,425,6,11,1070,0.84,437242,1956,188,30,437242,1.0,11.88183,76.31773,0.37
2025-02-08,Dharmapuri,318176,1389.58,Hepatitis A,102,98,0,0.91,27.54,84.91,183.11,101,14,41,935,0.53,446531,5234,53,8,446531,1.65,10.8489,79.59499,0.55
2025-02-08,Dharmapuri,300425,839.03,H1N1,154,146,0,0.92,29.74,62.96,163.16,454,25,18,447,0.57,412013,47368,152,20,412013,15.77,13.192,79.14946,0.42
2025-02-08,Dharmapuri,908072,2999.99,Tuberculosis,208,204,3,1.9,38.99,56.49,47.31,320,32,21,562,0.88,279567,21906,165,44,279567,2.41,12.15163,77.82594,0.47
2025-02-09,Dharmapuri,203023,2868.22,COVID-19,327,318,2,2.03,27.28,75.01,31.63,156,52,43,685,0.66,432265,23894,146,39,432265,11.77,12.03807,78.31975,0.62
2025-02-09,Dharmapuri,906390,582.49,Dengue,124,119,0,1.14,33.2,63.48,37.19,371,6,44,137,0.7,120222,20416,130,35,120222,2.25,8.77182,78.44512,0.33
2025-02-09,Dharmapuri,350183,1631.4,Cholera,282,277,1,1.38,29.11,74.9,165.96,567,52,6,456,0.55,494834,20972,163,1,494834,5.99,12.21872,79.25432,0.82
2025-02-09,Dharmapuri,951523,1790.1,Typhoid,138,136,1,1.42,32.1,78.4,118.06,153,56,5,339,0.91,412159,35228,165,33,412159,3.7,11.67198,79.02013,0.67
2025-02-09,Dharmapuri,312199,2655.58,Influenza,164,160,1,2.18,28.53,58.28,112.36,900,77,20,678,0.95,301422,16832,173,47,301422,5.39,12.93266,80.32151,0.25
2025-02-09,Dharmapuri,880482,758.15,Malaria,240,239,1,1.86,34.86,72.39,119.05,83,66,11,1004,0.61,402192,25120,167,37,402192,2.85,10.93872,79.73818,0.59
2025-02-09,Dharmapuri,985018,1739.77,Hepatitis A,132,125,1,0.95,27.48,69.97,173.38,671,5,9,104,0.54,141902,42305,67,2,141902,4.29,13.07599,80.26147,0.71
2025-02-09,Dharmapuri,455899,1138.44,H1N1,202,193,4,0.94,37.67,44.14,137.94,463,84,43,1049,0.59,157080,13769,168,23,157080,3.02,10.32054,79.99839,0.56
2025-02-09,Dharmapuri,925245,584.8,Tuberculosis,112,108,1,0.92,28.64,84.36,117.11,899,87,39,470,0.89,404028,15470,195,16,404028,1.67,12.32836,79.98926,0.28
2025-02-10,Dharmapuri,736642,584.48,COVID-19,150,148,1,0.86,37.93,83.66,55.17,559,58,27,586,0.36,415598,3687,113,21,415598,0.5,9.83459,79.77674,0.45
2025-02-10,Dharmapuri,815213,967.35,Dengue,206,195,3,1.24,32.82,79.43,65.94,248,28,10,221,0.39,104284,3597,157,36,104284,0.44,11.46848,76.42099,0.77
2025-02-10,Dharmapuri,124751,607.06,Cholera,214,203,3,1.07,38.99,80.66,175.99,517,81,40,1583,0.3,445745,31903,131,33,445745,25.57,13.29776,78.97822,0.66
2025-02-10,Dharmapuri,613111,1665.39,Typhoid,334,327,6,2.41,39.58,86.09,2.78,211,49,40,450,0.48,289479,11737,110,46,289479,1.91,10.92554,77.70936,0.61
2025-02-10,Dharmapuri,81014,2447.17,Influenza,146,143,1,1.49,36.22,60.05,161.8,87,44,27,1918,0.87,465528,11812,183,18,465528,14.58,12.14558,77.7629,0.77
2025-02-10,Dharmapuri,110838,1740.07,Malaria,234,230,4,2.37,38.79,55.23,144.33,621,47,17,1636,0.31,445545,1664,66,32,445545,1.5,9.12787,78.15619,0.74
2025-02-10,Dharmapuri,410522,2665.78,Hepatitis A,55,49,0,1.2,26.4,45.99,29.15,201,72,36,327,0.74,319993,4980,70,4,319993,1.21,12.8618,76.6547,0.43
2025-02-10,Dharmapuri,107616,968.72,H1N1,244,242,2,1.52,38.22,59.16,34.84,481,25,34,851,0.34,179080,17854,148,44,179080,16.59,10.33552,78.25795,0.9
